"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ag","Ag_INAA","Al","Al_XRF","Al2O3","As","As_INAA","Au","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","Ca_XRF","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","Cr","Cr_INAA","Cs_INAA","Cu","EC","Eu_INAA","F_IC","Fe","Fe_INAA","Fe_XRF","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K_XRF","K2O","La","La_INAA","Li","LOI","Lu_INAA","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Mo_INAA","Na","Na_INAA","Na_XRF","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","Si_XRF","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","Ti_XRF","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA"
460,829416,7490000,200,"RUS","W",38,52,0.007,2.5,7010,72400,13.68,0.4,0.25,0.37331,0.005,1.5,33.4,470,0.33,0.025,0.001,2.6,2630,30000,28000,3.92,0.025,32,0.001,4.1,10,20.1,110,0.5,14.5,0.27,1,0.0005,7730,24500,24700,3.54,7,0.02,0.5,0.0025,600,12700,1.54,11.7,19,5.1,1.21,0.25,2430,9400,1.57,105,460,0.06,0.1,0.5,210,28900,28000,3.78,15,13.5,10,0.0005,572,520,0.12,1.3,0.47212,6,0.002,1.33931,45,21,0.005,0.1,1.5,9.4,0.028,1.5,170,325800,69.72,2.5,50,7,21.7,250,0.25,0.25,0.004,3,2.8,607,2750,0.46,0.25,16.1,0.5,3.9,1.6,11.9,76
461,742425,7640000,160,"RUS","E",40,20,0.006,2.5,5900,75900,14.34,0.2,0.25,0.21656,0.002,1.5,43.2,600,0.13,0.012,0.001,6.5,3550,40000,31000,4.35,0.023,32,0.002,6.1,13,27.6,130,0.5,8.7,0.23,1.2,0.0005,12200,33100,34000,4.87,5,0.01,0.5,0.0025,1100,10900,1.32,10.6,18,4,1,0.23,3930,12900,2.14,124,610,0.08,0.1,0.5,270,29200,31000,4.18,15,27.9,92,0.0005,845,740,0.17,1.1,0.1,5.8,0.002,1.06772,41,29,0.005,0.05,1.9,11,0.029,1.5,150,311300,66.62,3,50,3,20.6,800,0.25,0.25,0.004,1.5,2.6,596,3470,0.58,0.25,24,0.5,3.7,1.5,14.1,25
462,552179,7650000,150,"FIN","NE",50,20,0.014,2.5,14900,76100,14.38,0.6,1.1,1.36152,0.001,1.5,134,760,0.4,0.016,0.001,3.1,1110,20000,16300,2.29,0.027,68,0.001,9,14,38.1,94,0.5,26,0.3,1.3,0.0005,17600,40400,42500,6.09,6,0.02,0.5,0.0025,2600,17400,2.1,14.8,38,6.2,2.09,0.41,5310,13600,2.27,142,610,0.08,0.1,4,130,16100,16900,2.28,24,23.9,10,0.0005,231,300,0.07,2.8,0.44822,6.1,0.002,0.53953,58,22,0.005,0.05,3.7,14,0.088,1.5,120,316100,67.65,4.1,50,4,6.5,700,0.25,0.25,0.015,8,10,1170,3650,0.61,1,43.3,0.5,3.9,2.5,31.6,121
463,486406,7450000,245,"FIN","N",48,51,0.018,2.5,9620,66700,12.61,1,2,1.20514,0.004,1.5,23.6,610,0.25,0.028,0.001,0.25,2080,30000,22700,3.18,0.027,31,0.003,5.9,11,40.4,100,0.5,10,0.42,1,0.0005,17500,34700,35400,5.07,6,0.04,0.5,0.0025,400,16100,1.94,13.6,18,4.1,1.78,0.29,3210,11600,1.94,108,460,0.06,0.1,0.5,170,23800,24700,3.34,12,15.7,89,0.0005,306,300,0.07,2.1,1.03673,5.9,0.002,0.25,53,51,0.03,0.05,3.1,13,0.056,1.5,220,321400,68.78,2.5,50,14,7.2,500,1.9,0.25,0.008,7,4.2,1320,5210,0.87,2.1,43.5,0.5,4.9,1.7,12.6,86
466,834260,7530000,190,"RUS","S",50,20,0.006,2.5,24000,81400,15.38,1,1.7,0.64879,0.001,1.5,174,820,2,0.04,0.001,4.7,2740,20000,20400,2.86,0.05,150,0.004,11.2,13,98.4,150,0.5,46.6,0.35,2,0.0005,19900,33100,33200,4.75,13,0.04,0.5,0.0025,3600,25300,3.05,49.6,82,14.6,3.68,0.26,8810,13900,2.31,303,770,0.1,0.1,0.5,260,31500,30500,4.12,39,61,100,0.0011,578,610,0.14,4.8,0.59932,6.1,0.002,0.99192,120,46,0.005,0.2,2.4,8,0.074,1.5,140,290300,62.11,6.2,50,5,83.6,250,6.4,0.25,0.008,20,13,1540,4610,0.77,2.7,42,0.5,11.5,1.9,47.2,101
467,648300,7810000,100,"NOR","SE",50,9,0.007,2.5,9690,51500,9.73,4.7,6.5,1.04371,0.003,1.5,15.5,380,0.46,0.087,0.001,9,680,5000,3200,0.45,0.018,47,0.002,9.1,11,15.4,39,2,20.2,0.31,1,0.0005,22400,31000,31000,4.44,6,0.02,0.5,0.0025,800,22000,2.66,10.4,24,14.2,2.73,0.44,4810,8400,1.4,370,460,0.06,0.1,2,40,9400,9400,1.28,17,14.5,10,0.002,346,390,0.09,5.4,0.77631,6.1,0.002,1.93,67,44,0.133,0.9,1.9,7.7,0.146,1.5,150,355200,76,3.5,50,4,4.5,250,0.25,0.6,0.011,5,7.3,145,3650,0.61,2.1,20.3,0.5,6.3,2.6,29,51
468,599609,7530000,260,"FIN","N",53,81,0.014,2.5,25000,75400,14.26,1.5,2.1,0.75575,0.001,1.5,162,620,1.75,0.142,0.001,0.25,6000,5000,19600,2.75,0.058,190,0.001,15.1,18,51.7,130,1,30.4,0.34,4,0.0005,33300,46900,46700,6.69,7,0.05,0.5,0.0025,600,16400,1.98,113,110,15.2,3.86,0.37,6270,13700,2.28,755,1080,0.14,0.3,7,210,23800,24900,3.36,71,43.6,10,0.0005,3140,2610,0.6,1.5,0.39553,6.2,0.002,1.56221,39,29,0.035,0.05,7.1,15,0.079,1.5,180,294900,63.1,12,50,8,81.4,250,7.2,1.7,0.022,31,22,853,4670,0.78,4.5,52.5,0.5,23.9,2.3,61.4,90
469,385000,7650000,395,"NOR","W",33,1,0.002,2.5,2120,63100,11.93,0.3,0.25,0.33597,0.001,1.5,11.2,690,0.13,0.012,0.001,0.25,1060,10000,14300,2.01,0.009,24,0.001,2,6,10.9,50,0.5,4.4,0.17,0.5,0.0005,5750,16700,16600,2.38,2,0.01,0.5,0.0025,400,22700,2.74,10.2,13,4.6,0.61,0.1,1520,5900,0.99,45,230,0.03,0.1,3,60,26800,28400,3.83,7,6.7,10,0.0005,189,210,0.05,2.2,0.90762,6.3,0.002,1.53575,83,2.5,0.005,0.05,0.7,4.9,0.005,1.5,90,349300,74.75,1.4,50,1,5.6,600,0.25,0.25,0.0015,7,6.9,270,1250,0.21,1.2,12.2,0.5,2,0.7,6.3,25
471,628463,7590000,170,"RUS","SE",43,32,0.004,2.5,9260,74200,14.02,0.3,0.25,0.84646,0.001,1.5,65.6,700,0.18,0.008,0.001,0.25,1410,20000,22700,3.19,0.032,45,0.002,8.3,18,23.8,99,0.5,18.5,0.27,1.4,0.0013,14500,59400,59800,8.56,5,0.01,0.5,0.0025,1000,12800,1.55,8.9,25,3.1,1.26,0.57,2720,20200,3.36,88.7,850,0.11,0.1,0.5,130,14700,13600,1.84,18,19.6,10,0.0005,526,430,0.1,1.2,0.49973,6.1,0.002,0.81471,19,39,0.005,0.05,2.5,22,0.059,1.5,210,306800,65.66,3.8,50,2,4.2,250,0.25,0.7,0.018,4,3.9,578,5810,0.97,0.25,45.1,0.5,5,3.8,20.1,127
472,626200,7400000,260,"RUS","W",30,52,0.006,2.5,26100,66300,12.53,0.9,1.5,1.23327,0.004,1.5,88.2,410,0.49,0.554,0.001,0.25,2360,20000,18500,2.59,0.036,40,0.001,24.8,32,82.8,150,2,69.4,0.29,0.9,0.0005,37100,52000,52100,7.46,3,0.02,0.5,0.0025,4600,12800,1.55,19.6,26,16,4.18,0.26,25400,35800,5.94,463,770,0.1,0.6,0.5,90,18800,19800,2.67,16,43.2,65,0.0005,496,480,0.11,1.1,2.51911,6.2,0.002,3.60586,60,17,0.011,0.05,7.1,17,0.299,1.5,130,288100,61.66,2.5,50,2,8.1,250,0.8,0.6,0.271,9,5.2,1370,4970,0.83,1.3,84.2,0.5,5.1,1.9,21.3,114
474,759921,7610000,160,"RUS","FLAT",22,20,0.004,2.5,4110,70900,13.4,0.05,0.25,0.55145,0.001,1.5,16.6,360,0.06,0.0025,0.001,0.25,1200,30000,24400,3.42,0.011,13,0.003,1.8,7,9.6,99,0.5,4.1,0.17,0.5,0.0005,3310,15600,16000,2.29,2,0.01,0.5,0.0025,500,9700,1.17,3.5,7.8,2.6,0.73,0.1,1170,7800,1.31,33.8,300,0.04,0.1,0.5,190,28100,28700,3.87,6,10.2,10,0.0005,128,170,0.04,0.5,0.99022,6.2,0.002,1.59217,29,14,0.012,0.05,0.6,6,0.005,1.5,170,343000,73.39,1,50,1,5.1,250,0.25,0.25,0.005,1.5,1.4,228,1130,0.19,0.25,7.7,0.5,0.9,0.7,6.3,25
475,767144,7630000,170,"RUS","W",45,20,0.002,2.5,9640,79000,14.94,0.1,0.25,0.59575,0.001,1.5,52.5,450,0.14,0.011,0.001,8,2970,30000,28200,3.95,0.02,31,0.001,7.5,12,30.8,100,0.5,17.1,0.26,0.8,0.0005,11800,27600,29200,4.18,4,0.01,0.5,0.0025,1800,11100,1.34,9.8,17,6.7,1.56,0.21,3880,11900,1.99,118,540,0.07,0.1,3,370,24800,26500,3.58,12,23.3,10,0.0005,344,390,0.09,1.1,0.79576,6.1,0.002,2.06002,47,27,0.005,0.2,2.3,10,0.024,1.5,170,317500,67.94,2.4,50,6,10.1,250,0.25,0.25,0.005,4,4.7,812,2390,0.4,0.25,30.2,0.5,2.8,1.2,18.5,78
476,853360,7440000,120,"RUS","FLAT",35,1,0.011,2.5,9500,75200,14.21,0.4,0.25,0.7384,0.001,3,42.4,450,0.23,0.026,0.001,2.3,3160,30000,27600,3.87,0.031,29,0.002,7.3,14,30.6,110,0.5,17.3,0.27,0.8,0.0005,11400,29600,29200,4.18,4,0.02,0.5,0.0025,900,12400,1.5,10.5,14,7.2,1.53,0.24,5000,11900,1.98,138,540,0.07,0.1,0.5,330,28600,26700,3.6,9,29.6,10,0.0005,391,300,0.07,1.5,0.67062,5.9,0.002,1.27665,46,34,0.005,0.05,2.5,10,0.028,1.5,220,317700,67.99,2.1,50,8,15.5,250,0.25,0.25,0.005,4,3,801,2510,0.42,0.7,24.5,0.5,4.4,1.6,18.2,85
477,746255,7520000,260,"RUS","S",37,6,0.003,2.5,11200,74300,14.04,0.5,0.25,0.63504,0.001,3,54.6,460,0.19,0.013,0.001,7.6,3430,30000,34600,4.85,0.034,35,0.004,8.2,19,30.1,130,0.5,42.8,0.37,1,0.0005,15200,48000,45400,6.5,6,0.03,0.5,0.0025,1600,12200,1.48,12.3,16,8.2,1.95,0.36,4210,16600,2.76,145,770,0.1,0.1,2,250,26100,24300,3.28,14,26.8,77,0.0005,677,610,0.14,1.5,2.25609,5.6,0.002,1.52043,54,54,0.005,0.05,2.6,15,0.08,1.5,170,294500,63.02,2.9,50,9,8.7,250,0.25,0.25,0.006,5,3.4,1010,4250,0.71,1.3,32.6,0.5,5,2.3,23.1,133
478,504166,7760000,270,"NOR","N",40,51,0.003,2.5,9820,74200,14.03,0.3,0.25,0.81113,0.001,1.5,57.5,560,0.14,0.007,0.001,6.4,2000,20000,21500,3.02,0.023,42,0.003,6.2,12,22.4,81,0.5,13.1,0.32,1.1,0.0005,15600,41600,44200,6.32,5,0.01,0.5,0.0025,1100,10600,1.28,10.3,23,6.3,1.84,0.5,4090,15100,2.52,133,770,0.1,0.2,0.5,190,20400,21000,2.84,18,14.3,10,0.0005,379,390,0.09,1.4,0.54622,5.6,0.002,0.25,27,38,0.005,0.05,2.8,16,0.039,1.5,200,316400,67.7,3.4,50,3,8.1,500,1.1,0.25,0.011,5,4.7,695,3350,0.56,0.25,33.9,0.5,4.3,3.2,26.6,65
481,433200,7780000,170,"NOR","NW",65,10,0.009,2.5,5060,45700,8.64,1.2,1.5,0.70115,0.001,1.5,21.6,230,0.3,0.05,0.001,6.2,1780,20000,16200,2.27,0.019,33,0.002,7.5,14,29.5,110,1,16.9,0.23,0.9,0.0005,11500,28100,27200,3.9,6,0.01,0.5,0.0025,700,12400,1.5,6.9,16,5.1,1.22,0.32,2750,11900,1.99,128,380,0.05,0.1,2,160,13700,15100,2.04,14,17.3,71,0.0005,274,260,0.06,3.2,5.68358,6.1,0.002,3.98843,47,19,0.029,0.3,1.8,11,0.058,1.5,120,361800,77.41,2.5,50,1,4.9,500,1.1,0.25,0.006,4,4.2,411,3230,0.54,1,22.1,0.5,4.5,2,10.2,25
482,686161,7520000,150,"RUS","W",35,1,0.008,2.5,15600,80900,15.29,0.4,0.25,0.2828,0.001,1.5,155,470,0.24,0.026,0.001,4.6,2440,30000,29500,4.14,0.03,41,0.001,11.4,16,52.6,130,0.5,30.6,0.32,0.9,0.0005,19000,34600,35000,5.01,4,0.02,0.5,0.0025,3000,10700,1.3,15.8,24,16.2,2.5,0.14,7410,14700,2.44,171,540,0.07,0.1,0.5,200,28400,28600,3.86,18,40.9,10,0.0019,571,480,0.11,1.1,4.20671,6,0.002,10.25,50,52,0.005,0.05,2.8,11,0.051,1.5,190,303900,65.03,2.6,50,7,7.3,250,0.25,0.25,0.004,4,2.6,1620,2930,0.49,0.25,39.2,0.5,2.4,1,41.9,63
483,525640,7440000,175,"FIN","NW",47,51,0.002,2.5,9620,63600,12.03,0.8,0.25,0.5949,0.005,1.5,28,470,0.3,0.018,0.001,0.25,1400,30000,15800,2.22,0.015,33,0.001,9.7,14,64.8,160,0.5,19.2,0.23,0.8,0.0005,21000,38300,34400,4.92,4,0.01,0.5,0.0025,1100,13000,1.57,10.4,19,5.5,1.74,0.24,7320,14800,2.47,117,380,0.05,0.1,0.5,110,32400,25700,3.47,18,26.6,10,0.0005,240,260,0.06,0.9,3.13998,6.1,0.002,6.20091,71,7,0.016,0.3,3.6,14,0.034,1.5,130,333600,71.39,2.7,50,4,5,250,0.25,0.25,0.007,7,6.2,970,3830,0.64,0.25,49.8,0.5,4.2,1.4,9.6,25
484,554728,7550000,280,"FIN","NW",49,1,0.002,2.5,19100,75500,14.27,0.6,2,0.75186,0.001,1.5,68.9,910,0.53,0.032,0.001,3.3,710,5000,13200,1.86,0.027,130,0.001,11.5,19,53.9,210,0.5,20.2,0.36,1.8,0.0005,23800,49700,46600,6.67,10,0.03,0.5,0.0025,800,18900,2.28,44.5,65,8.1,2.92,0.51,3990,14200,2.36,217,610,0.08,0.1,6,90,19200,15800,2.13,42,34.9,10,0.0005,173,210,0.05,3,1.83029,5.7,0.002,9.14285,45,34,0.017,0.3,7.7,21,0.087,1.5,180,311600,66.67,7.6,50,8,4.5,250,0.25,0.25,0.014,13,12,1200,5210,0.87,2.7,46.2,0.5,16.9,3.8,25.6,135
485,451140,7700000,180,"NOR","NW",52,1,0.006,2.5,12500,67900,12.84,0.9,0.25,1.00236,0.001,1.5,78.2,440,0.38,0.021,0.001,2.7,4220,50000,34100,4.78,0.042,64,0.001,15.5,33,88.6,320,0.5,46.3,0.28,1.6,0.0005,24700,62400,59000,8.44,9,0.01,0.5,0.0025,2800,13900,1.68,26.4,38,9,2.01,0.6,8620,29000,4.82,245,920,0.12,0.1,0.5,310,28700,22400,3.02,33,53.1,10,0.0005,848,780,0.18,2,2.1678,5.7,0.002,3.73156,57,31,0.005,0.05,3.8,23,0.14,1.5,110,284500,60.87,5.8,50,2,20.2,250,0.25,1.3,0.01,8,6.3,1310,4850,0.81,1.9,52.5,0.5,9.2,3.6,30.3,162
486,504898,7740000,290,"FIN","FLAT",40,51,0.007,2.5,9700,70600,13.35,0.3,0.8,0.79799,0.001,1.5,37.4,490,0.16,0.012,0.001,5.7,1030,10000,17500,2.46,0.032,38,0.001,5.3,12,16.2,86,0.5,10.2,0.26,0.9,0.0005,15300,44500,46700,6.68,6,0.01,0.5,0.0025,700,8800,1.06,9.8,21,5.4,2.39,0.48,2420,13900,2.31,135,850,0.11,0.1,0.5,90,22900,19400,2.62,10,9.6,10,0.0005,273,260,0.06,1.8,0.85152,5.5,0.002,0.60009,7.5,42,0.015,0.05,2.2,18,0.086,1.5,150,318800,68.22,3.2,50,3,4.5,250,0.25,0.25,0.012,6,6,529,3410,0.57,1.7,29.9,0.5,3.2,3.4,26.4,25
487,783213,7460000,70,"RUS","FLAT",30,32,0.002,2.5,4880,71300,13.48,0.2,0.25,0.45623,0.001,1.5,12.8,410,0.12,0.018,0.001,0.25,2570,30000,28500,4,0.02,25,0.001,3.7,11,17.9,110,3,14.5,0.18,0.7,0.0005,6380,22300,23200,3.33,5,0.01,0.5,0.0025,100,10700,1.29,5.6,12,3.8,1.04,0.22,2030,9000,1.5,65,460,0.06,0.1,0.5,230,35700,27000,3.64,2.5,14.9,10,0.0005,366,340,0.08,0.9,0.91779,5.8,0.002,0.7248,7.5,23,0.014,0.05,1.1,8.5,0.022,1.5,180,329700,70.55,1.9,50,1,7.5,250,0.25,0.25,0.004,1.5,2.8,442,2510,0.42,0.25,13.1,0.5,2.7,1.1,7.9,25
488,832165,7460000,150,"RUS","NW",45,51,0.005,2.5,7200,72600,13.73,0.5,0.25,0.76664,0.001,1.5,35.6,510,0.24,0.022,0.001,3.4,2830,40000,26300,3.68,0.023,33,0.001,6.1,12,28.5,130,2,17.9,0.22,0.7,0.0005,9310,28300,24400,3.49,5,0.01,0.5,0.0025,800,13200,1.59,10.6,20,7.6,1.28,0.2,3270,9500,1.58,142,460,0.06,0.1,0.5,250,36400,28500,3.85,12,22.5,10,0.0005,415,390,0.09,1.3,1.3414,5.9,0.002,1.56745,62,17,0.005,0.05,1.8,11,0.012,1.5,150,329600,70.53,2.5,50,4,18.6,250,0.25,0.25,0.004,4,3.7,675,2450,0.41,0.25,19.6,0.5,3.2,1.4,15,25
489,738791,7710000,40,"RUS","S",51,4,0.003,2.5,6310,75700,14.32,0.4,0.25,0.50492,0.001,1.5,32.3,410,0.17,0.029,0.001,11,2380,30000,22500,3.16,0.01,43,0.003,3.9,9,23.9,84,3,13.3,0.37,1.1,0.0005,10000,25000,23700,3.4,5,0.01,0.5,0.0025,1200,13200,1.6,13.3,23,8,1.64,0.25,3300,8600,1.43,93.9,380,0.05,0.5,0.5,210,36300,29200,3.94,10,12,10,0.0005,488,520,0.12,1.5,0.58178,5.5,0.002,0.62489,7.5,34,0.012,0.05,1.9,9.7,0.037,1.5,100,328300,70.25,3.1,50,1,7.8,250,0.25,0.25,0.004,6,6.2,585,2450,0.41,0.25,23.7,0.5,3.6,1.4,14.2,25
490,574620,7710000,140,"FIN","N",43,7,0.002,2.5,2920,66700,12.61,0.05,0.25,0.2453,0.001,1.5,4.7,420,0.24,0.015,0.001,5.1,610,5000,6600,0.93,0.01,29,0.001,1.2,0.5,2.7,12,1,2.4,0.21,0.4,0.0005,5700,6800,7600,1.1,2,0.01,0.5,0.0025,300,34200,4.13,12.9,18,7.7,0.69,0.05,1190,1200,0.21,106,150,0.02,0.1,4,30,29600,25000,3.38,9,1.9,10,0.0005,106,80,0.02,4,0.23894,5.8,0.002,0.9393,220,7,0.005,0.05,0.7,2.1,0.012,1.5,130,355100,75.98,1.4,50,1,2.4,250,0.25,0.25,0.0015,18,16,228,530,0.09,2.1,4.5,0.5,3.8,0.6,13.6,25
491,451200,7880000,70,"NOR","N",56,10,0.042,2.5,36500,83700,15.82,0.2,0.25,5.29473,0.001,1.5,122,400,0.77,0.217,0.001,14,1910,5000,7500,1.05,0.025,110,0.004,17.8,21,60.6,130,8,40.2,0.46,1.8,0.0005,45500,59900,51900,7.43,7,0.03,0.5,0.0025,11000,25500,3.08,47.8,62,34.5,4.33,0.73,19200,19200,3.2,268,690,0.09,0.2,0.5,310,10800,7400,1.01,43,45.8,10,0.0005,723,690,0.16,3.8,0.76578,6.7,0.002,0.25,140,40,0.028,0.05,7.4,20,0.208,1.5,190,293600,62.83,8.8,50,10,5.8,250,1.7,1.5,0.042,20,17,1880,5930,0.99,2.1,82.8,0.5,16.3,4.5,57.6,125
492,510466,7680000,175,"FIN","S",35,20,0.009,2.5,18500,82300,15.56,0.05,0.25,2.72132,0.001,1.5,119,690,0.39,0.029,0.001,5.3,3670,30000,32600,4.57,0.036,60,0.001,14.4,26,66.1,200,0.5,40.6,0.32,1.4,0.0005,25600,57300,56800,8.13,7,0.03,0.5,0.0025,2400,14100,1.7,18.3,37,9.2,2.84,0.46,8120,23400,3.89,208,770,0.1,0.3,0.5,330,26100,21800,2.94,32,41.9,120,0.0005,734,780,0.18,2.6,2.04098,6.4,0.002,1.12817,53,43,0.017,0.05,4.6,22,0.096,1.5,170,275400,58.93,5,50,4,14.3,250,0.25,1.1,0.02,8,8.5,1400,5570,0.93,1.6,59.8,0.5,6.6,3,37.3,113
493,837233,7660000,160,"RUS","NW",38,4,0.006,2.5,5530,74400,14.07,0.3,0.25,0.49416,0.001,1.5,29.3,610,0.13,0.025,0.001,5,1610,30000,21800,3.06,0.012,47,0.003,6.1,10,15.2,54,0.5,7.1,0.23,0.9,0.0005,10800,22600,21000,3.01,6,0.02,0.5,0.0025,1400,12600,1.52,12.1,26,6.7,1.13,0.14,3040,6600,1.1,116,380,0.05,0.1,0.5,90,41800,31600,4.27,19,10.8,10,0.0005,430,430,0.1,1.5,0.4322,5.4,0.002,0.69065,7.5,15,0.016,0.05,1.2,9.1,0.036,1.5,90,334700,71.62,3.4,50,4,8.8,250,0.25,0.25,0.008,5,5.8,675,2030,0.34,0.25,22.3,0.5,3,1.3,20.8,25
496,783628,7700000,220,"RUS","FLAT",50,4,0.006,2.5,4930,76000,14.37,0.2,0.25,1.45175,0.001,1.5,25.6,500,0.11,0.011,0.001,6.5,2140,30000,23700,3.33,0.011,41,0.001,4.8,9,19.4,67,0.5,9,0.25,0.9,0.0005,11500,24900,24100,3.45,5,0.02,0.5,0.0025,900,11200,1.35,11.1,23,5,1.04,0.16,2450,7100,1.19,83.5,380,0.05,0.1,0.5,160,38000,30800,4.16,11,12.5,10,0.0005,561,480,0.11,1.1,0.25928,5.6,0.002,0.25,32,24,0.005,0.05,1.4,9.2,0.041,1.5,80,325000,69.54,2.9,50,4,8.3,250,0.25,0.25,0.008,5,5,501,2150,0.36,0.25,26,0.5,3.5,1.1,12.9,25
497,582756,7820000,240,"NOR","NE",27,9,0.003,2.5,16000,63300,11.96,3.5,4.2,0.66207,0.001,3,51.1,300,0.73,0.155,0.001,5.3,150,5000,2200,0.31,0.026,74,0.004,14.9,14,24.5,58,3,17.8,0.52,1.2,0.0005,33700,32000,35300,5.05,10,0.04,0.5,0.0025,1300,20200,2.44,10.1,36,25.2,3.92,0.48,4940,7600,1.27,872,1000,0.13,0.1,0.5,60,9700,8400,1.14,21,22.6,10,0.0005,272,300,0.07,8.3,1.16517,5.6,0.002,1.14833,86,47,0.045,0.4,4.4,11,0.148,1.5,100,335500,71.8,4.6,50,10,5.9,250,1.1,0.8,0.029,10,11,224,5270,0.88,3.4,27.6,2,8.5,3,51.5,25
498,422319,7740000,330,"NOR","NE",23,1,0.01,2.5,9540,70900,13.41,0.2,0.25,0.61668,0.001,1.5,58,610,0.17,0.01,0.001,8.6,2500,5000,14500,2.03,0.021,70,0.001,6.8,9,25.6,69,0.5,36.5,0.35,1.3,0.0005,12300,24000,38300,5.49,7,0.03,0.5,0.0025,1800,16000,1.93,22.3,34,8.3,2.5,0.23,4590,9700,1.62,114,690,0.09,0.1,0.5,130,32500,22600,3.05,23,15.4,10,0.0005,557,340,0.08,1.8,0.84384,6.8,0.002,0.90147,36,59,0.005,0.05,1.9,11,0.102,1.5,110,319800,68.43,4.2,50,3,13.1,250,0.25,0.25,0.006,6,4.7,779,2990,0.5,1.9,22.2,0.5,6,1.5,20.1,25
499,690785,7710000,100,"RUS","W",56,21,0.013,2.5,6630,70000,13.24,10.4,10,0.70447,0.001,1.5,47.7,600,0.18,0.077,0.001,4.1,1090,10000,21700,3.05,0.019,49,0.001,5.1,10,26.9,69,2,25.3,0.21,0.8,0.0005,14200,34200,23700,3.4,3,0.02,0.5,0.0025,1800,13100,1.58,11.3,28,11.5,1.22,0.35,3470,8500,1.41,77.6,380,0.05,0.5,6,80,26600,27500,3.72,15,15.4,10,0.0005,311,520,0.12,5.8,0.90739,6.1,0.002,0.57192,71,61,0.021,0.05,1.9,14,0.15,1.5,220,330700,70.77,3.3,50,3,5.2,250,1.4,0.6,0.017,8,9.9,574,2630,0.44,0.25,31.1,0.5,2.3,1.9,19.5,25
500,630500,7730000,50,"NOR","SE",42,20,0.012,2.5,31700,84400,15.96,3.3,3.3,11.5283,0.005,4,147,570,0.49,0.081,0.001,4,5170,30000,24500,3.43,0.034,59,0.003,18.2,25,81.6,140,2,58.8,0.68,1.2,0.0037,45700,52800,59400,8.5,4,0.02,0.5,0.0025,4600,16600,2.01,24.7,34,24.9,4.36,0.25,15100,21900,3.64,371,690,0.09,0.1,0.5,560,22100,22400,3.03,22,48.1,70,0.0005,273,390,0.09,4.6,1.97741,6.3,0.002,0.83603,96,43,0.032,0.05,8.8,18,0.096,1.5,160,268200,57.4,4,50,9,27.7,500,0.25,0.6,0.025,12,7.8,2690,5330,0.89,0.25,97.1,0.5,7.7,1.6,70.7,130
501,741204,7610000,180,"RUS","SW",30,20,0.007,2.5,11800,78300,14.8,0.3,0.25,2.77172,0.001,1.5,95.9,480,0.24,0.061,0.001,0.25,3450,20000,28300,3.97,0.039,56,0.001,12.5,17,54.5,180,0.5,37.3,0.29,1,0.0005,21000,36100,39000,5.58,4,0.02,0.5,0.0025,3600,13100,1.58,17.9,33,11.1,1.36,0.21,9460,18400,3.06,219,690,0.09,0.1,0.5,280,27900,26100,3.52,22,49.1,10,0.0005,644,650,0.15,1.6,0.73341,6.3,0.002,1.10006,50,21,0.011,0.05,3.6,13,0.041,1.5,160,305800,65.43,4.2,50,3,14.6,250,1.9,0.6,0.034,7,9.1,1480,3350,0.56,1.7,49.9,0.5,5.2,1.7,38.7,118
505,633671,7520000,115,"RUS","FLAT",40,1,0.014,2.5,5060,70000,13.24,0.4,0.25,0.39097,0.001,1.5,20,390,0.12,0.039,0.001,1.4,1920,30000,26400,3.7,0.029,15,0.001,3.1,10,18.9,110,1,4,0.2,0.5,0.0005,6230,22400,23600,3.38,3,0.02,0.5,0.0025,600,11200,1.35,8.6,9.2,7.5,0.9,0.15,1840,10500,1.75,61.1,460,0.06,0.1,0.5,100,30700,29200,3.94,7,16.7,73,0.0005,618,560,0.13,1.2,0.43792,6,0.002,1.17302,52,16,0.005,0.05,1.1,9.2,0.015,1.5,90,330900,70.8,1.5,50,1,9.8,250,0.25,0.25,0.004,1.5,2.1,404,2030,0.34,0.25,12,0.5,2.6,1,16.3,25
